Date,Dish,Category,Orders,Price,Revenue,Cost,Profit,Day_of_Week,Rating
2024-01-31,Lassi,Bread/Dessert/Beverage,93,90,8370,2604,5766,Wednesday,4.5
2024-01-31,Samosa,Bread/Dessert/Beverage,117,60,7020,2340,4680,Wednesday,4.6
2024-01-31,Chole Bhature,Main Course,12,160,1920,816,1104,Wednesday,4.7
2024-02-01,Butter Chicken,Main Course,16,320,5120,1968,3152,Thursday,4.3
2024-02-01,Paneer Tikka,Main Course,98,280,27440,8820,18620,Thursday,4.7
2024-02-01,Biryani,Main Course,24,350,8400,2856,5544,Thursday,4.2
2024-02-01,Dal Makhani,Main Course,63,220,13860,4725,9135,Thursday,3.7
2024-02-01,Tandoori Roti,Bread/Dessert/Beverage,66,40,2640,1056,1584,Thursday,3.6
2024-02-01,Naan,Bread/Dessert/Beverage,58,50,2900,1218,1682,Thursday,4.0
2024-02-01,Gulab Jamun,Bread/Dessert/Beverage,25,80,2000,600,1400,Thursday,4.3
2024-02-01,Lassi,Bread/Dessert/Beverage,80,90,7200,2240,4960,Thursday,3.9
2024-02-01,Samosa,Bread/Dessert/Beverage,42,60,2520,1008,1512,Thursday,3.6
2024-02-01,Chole Bhature,Main Course,70,160,11200,4760,6440,Thursday,3.5
2024-02-02,Butter Chicken,Main Course,99,320,31680,10692,20988,Friday,4.6
2024-02-02,Paneer Tikka,Main Course,29,280,8120,2813,5307,Friday,3.7
2024-02-02,Biryani,Main Course,36,350,12600,4464,8136,Friday,3.9
2024-02-02,Dal Makhani,Main Course,98,220,21560,9212,12348,Friday,4.0
2024-02-02,Tandoori Roti,Bread/Dessert/Beverage,97,40,3880,1649,2231,Friday,4.8
2024-02-02,Naan,Bread/Dessert/Beverage,90,50,4500,1620,2880,Friday,4.9
2024-02-02,Gulab Jamun,Bread/Dessert/Beverage,11,80,880,319,561,Friday,4.9
2024-02-02,Lassi,Bread/Dessert/Beverage,48,90,4320,1344,2976,Friday,4.5
2024-02-02,Samosa,Bread/Dessert/Beverage,63,60,3780,1386,2394,Friday,4.1
2024-02-02,Chole Bhature,Main Course,94,160,15040,5922,9118,Friday,4.6
2024-02-03,Butter Chicken,Main Course,22,320,7040,2112,4928,Saturday,3.8
2024-02-03,Paneer Tikka,Main Course,94,280,26320,10716,15604,Saturday,4.5
2024-02-03,Biryani,Main Course,76,350,26600,11856,14744,Saturday,4.6
2024-02-03,Dal Makhani,Main Course,44,220,9680,4268,5412,Saturday,4.6
2024-02-03,Tandoori Roti,Bread/Dessert/Beverage,89,40,3560,1246,2314,Saturday,3.7
2024-02-03,Naan,Bread/Dessert/Beverage,87,50,4350,1827,2523,Saturday,4.5
2024-02-03,Gulab Jamun,Bread/Dessert/Beverage,99,80,7920,2475,5445,Saturday,4.0
2024-02-03,Lassi,Bread/Dessert/Beverage,27,90,2430,1080,1350,Saturday,4.3
2024-02-03,Samosa,Bread/Dessert/Beverage,63,60,3780,1386,2394,Saturday,4.2
2024-02-03,Chole Bhature,Main Course,116,160,18560,6148,12412,Saturday,4.1
2024-02-04,Butter Chicken,Main Course,23,320,7360,2622,4738,Sunday,3.6
2024-02-04,Paneer Tikka,Main Course,75,280,21000,8700,12300,Sunday,4.1
2024-02-04,Biryani,Main Course,102,350,35700,15096,20604,Sunday,4.8
2024-02-04,Dal Makhani,Main Course,89,220,19580,6497,13083,Sunday,4.5
2024-02-04,Tandoori Roti,Bread/Dessert/Beverage,25,40,1000,375,625,Sunday,4.8
2024-02-04,Naan,Bread/Dessert/Beverage,46,50,2300,782,1518,Sunday,4.5
2024-02-04,Gulab Jamun,Bread/Dessert/Beverage,24,80,1920,744,1176,Sunday,3.9
2024-02-04,Lassi,Bread/Dessert/Beverage,110,90,9900,3190,6710,Sunday,4.5
2024-02-04,Samosa,Bread/Dessert/Beverage,23,60,1380,575,805,Sunday,4.0
2024-02-04,Chole Bhature,Main Course,73,160,11680,4599,7081,Sunday,4.1
2024-02-05,Butter Chicken,Main Course,35,320,11200,4550,6650,Monday,3.8
2024-02-05,Paneer Tikka,Main Course,87,280,24360,10527,13833,Monday,3.9
2024-02-05,Biryani,Main Course,35,350,12250,4340,7910,Monday,3.6
2024-02-05,Dal Makhani,Main Course,109,220,23980,7630,16350,Monday,4.3
2024-02-05,Tandoori Roti,Bread/Dessert/Beverage,43,40,1720,602,1118,Monday,4.8
2024-02-05,Naan,Bread/Dessert/Beverage,116,50,5800,1740,4060,Monday,4.1
2024-02-05,Gulab Jamun,Bread/Dessert/Beverage,76,80,6080,2128,3952,Monday,3.5
2024-02-05,Lassi,Bread/Dessert/Beverage,35,90,3150,1015,2135,Monday,4.1
2024-02-05,Samosa,Bread/Dessert/Beverage,55,60,3300,1210,2090,Monday,4.1
2024-02-05,Chole Bhature,Main Course,100,160,16000,6100,9900,Monday,4.4
2024-02-06,Butter Chicken,Main Course,62,320,19840,5952,13888,Tuesday,4.2
2024-02-06,Paneer Tikka,Main Course,47,280,13160,5828,7332,Tuesday,4.3
2024-02-06,Biryani,Main Course,30,350,10500,4230,6270,Tuesday,4.0
2024-02-06,Dal Makhani,Main Course,15,220,3300,1380,1920,Tuesday,4.7
2024-02-06,Tandoori Roti,Bread/Dessert/Beverage,80,40,3200,1200,2000,Tuesday,5.0
2024-02-06,Naan,Bread/Dessert/Beverage,73,50,3650,1168,2482,Tuesday,3.5
2024-02-06,Gulab Jamun,Bread/Dessert/Beverage,36,80,2880,1188,1692,Tuesday,4.7
2024-02-06,Lassi,Bread/Dessert/Beverage,98,90,8820,2842,5978,Tuesday,3.9
2024-02-06,Samosa,Bread/Dessert/Beverage,71,60,4260,1278,2982,Tuesday,3.9
2024-02-06,Chole Bhature,Main Course,52,160,8320,3484,4836,Tuesday,4.3
2024-02-07,Butter Chicken,Main Course,40,320,12800,4520,8280,Wednesday,4.1
2024-02-07,Paneer Tikka,Main Course,10,280,2800,840,1960,Wednesday,3.9
2024-02-07,Biryani,Main Course,11,350,3850,1529,2321,Wednesday,5.0
2024-02-07,Dal Makhani,Main Course,95,220,20900,8930,11970,Wednesday,3.5
2024-02-07,Tandoori Roti,Bread/Dessert/Beverage,21,40,840,357,483,Wednesday,4.7
2024-02-07,Naan,Bread/Dessert/Beverage,24,50,1200,504,696,Wednesday,4.2
2024-02-07,Gulab Jamun,Bread/Dessert/Beverage,116,80,9280,3364,5916,Wednesday,4.0
2024-02-07,Lassi,Bread/Dessert/Beverage,83,90,7470,2324,5146,Wednesday,3.8
2024-02-07,Samosa,Bread/Dessert/Beverage,95,60,5700,1900,3800,Wednesday,4.2
2024-02-07,Chole Bhature,Main Course,73,160,11680,4818,6862,Wednesday,4.2
2024-02-08,Butter Chicken,Main Course,29,320,9280,2871,6409,Thursday,4.9
2024-02-08,Paneer Tikka,Main Course,21,280,5880,2604,3276,Thursday,4.7
2024-02-08,Biryani,Main Course,109,350,38150,17113,21037,Thursday,4.3
2024-02-08,Dal Makhani,Main Course,75,220,16500,7350,9150,Thursday,3.6
2024-02-08,Tandoori Roti,Bread/Dessert/Beverage,19,40,760,266,494,Thursday,3.8
2024-02-08,Naan,Bread/Dessert/Beverage,102,50,5100,1632,3468,Thursday,3.7
2024-02-08,Gulab Jamun,Bread/Dessert/Beverage,102,80,8160,3162,4998,Thursday,4.7
2024-02-08,Lassi,Bread/Dessert/Beverage,22,90,1980,770,1210,Thursday,3.7
2024-02-08,Samosa,Bread/Dessert/Beverage,42,60,2520,1050,1470,Thursday,4.5
2024-02-08,Chole Bhature,Main Course,92,160,14720,5244,9476,Thursday,4.5
2024-02-09,Butter Chicken,Main Course,39,320,12480,4212,8268,Friday,4.0
2024-02-09,Paneer Tikka,Main Course,68,280,19040,8364,10676,Friday,3.9
2024-02-09,Biryani,Main Course,47,350,16450,6110,10340,Friday,4.8
2024-02-09,Dal Makhani,Main Course,43,220,9460,3827,5633,Friday,3.6
2024-02-09,Tandoori Roti,Bread/Dessert/Beverage,69,40,2760,897,1863,Friday,3.5
2024-02-09,Naan,Bread/Dessert/Beverage,16,50,800,320,480,Friday,4.2
2024-02-09,Gulab Jamun,Bread/Dessert/Beverage,22,80,1760,572,1188,Friday,4.9
2024-02-09,Lassi,Bread/Dessert/Beverage,114,90,10260,3876,6384,Friday,3.9
2024-02-09,Samosa,Bread/Dessert/Beverage,32,60,1920,736,1184,Friday,4.5
2024-02-09,Chole Bhature,Main Course,15,160,2400,750,1650,Friday,3.9
2024-02-10,Butter Chicken,Main Course,119,320,38080,16065,22015,Saturday,4.2
2024-02-10,Paneer Tikka,Main Course,47,280,13160,5029,8131,Saturday,4.1
2024-02-10,Biryani,Main Course,56,350,19600,5992,13608,Saturday,3.7
2024-02-10,Dal Makhani,Main Course,112,220,24640,9072,15568,Saturday,3.8
2024-02-10,Tandoori Roti,Bread/Dessert/Beverage,96,40,3840,1152,2688,Saturday,4.8
2024-02-10,Naan,Bread/Dessert/Beverage,50,50,2500,1100,1400,Saturday,4.7
2024-02-10,Gulab Jamun,Bread/Dessert/Beverage,64,80,5120,2176,2944,Saturday,3.9
2024-02-10,Lassi,Bread/Dessert/Beverage,104,90,9360,4160,5200,Saturday,3.8
2024-02-10,Samosa,Bread/Dessert/Beverage,24,60,1440,648,792,Saturday,5.0
2024-02-10,Chole Bhature,Main Course,22,160,3520,1430,2090,Saturday,5.0
2024-02-11,Butter Chicken,Main Course,118,320,37760,14514,23246,Sunday,3.9
2024-02-11,Paneer Tikka,Main Course,107,280,29960,10914,19046,Sunday,4.4
2024-02-11,Biryani,Main Course,15,350,5250,1635,3615,Sunday,4.4
2024-02-11,Dal Makhani,Main Course,11,220,2420,1078,1342,Sunday,3.8
2024-02-11,Tandoori Roti,Bread/Dessert/Beverage,119,40,4760,2023,2737,Sunday,4.9
2024-02-11,Naan,Bread/Dessert/Beverage,27,50,1350,594,756,Sunday,4.9
2024-02-11,Gulab Jamun,Bread/Dessert/Beverage,94,80,7520,2820,4700,Sunday,5.0
2024-02-11,Lassi,Bread/Dessert/Beverage,92,90,8280,3404,4876,Sunday,3.7
2024-02-11,Samosa,Bread/Dessert/Beverage,31,60,1860,682,1178,Sunday,4.6
2024-02-11,Chole Bhature,Main Course,52,160,8320,2808,5512,Sunday,4.5
2024-02-12,Butter Chicken,Main Course,55,320,17600,7040,10560,Monday,3.7
2024-02-12,Paneer Tikka,Main Course,66,280,18480,7128,11352,Monday,4.7
2024-02-12,Biryani,Main Course,89,350,31150,11659,19491,Monday,3.5
2024-02-12,Dal Makhani,Main Course,44,220,9680,2904,6776,Monday,4.0
2024-02-12,Tandoori Roti,Bread/Dessert/Beverage,103,40,4120,1854,2266,Monday,3.8
2024-02-12,Naan,Bread/Dessert/Beverage,21,50,1050,420,630,Monday,3.8
2024-02-12,Gulab Jamun,Bread/Dessert/Beverage,57,80,4560,1596,2964,Monday,4.8
2024-02-12,Lassi,Bread/Dessert/Beverage,114,90,10260,4218,6042,Monday,3.6
2024-02-12,Samosa,Bread/Dessert/Beverage,53,60,3180,1166,2014,Monday,3.5
2024-02-12,Chole Bhature,Main Course,33,160,5280,1980,3300,Monday,4.5
2024-02-13,Butter Chicken,Main Course,24,320,7680,2448,5232,Tuesday,3.9
2024-02-13,Paneer Tikka,Main Course,61,280,17080,6161,10919,Tuesday,4.9
2024-02-13,Biryani,Main Course,61,350,21350,9577,11773,Tuesday,3.6
2024-02-13,Dal Makhani,Main Course,68,220,14960,6188,8772,Tuesday,4.1
2024-02-13,Tandoori Roti,Bread/Dessert/Beverage,44,40,1760,616,1144,Tuesday,4.6
2024-02-13,Naan,Bread/Dessert/Beverage,116,50,5800,2552,3248,Tuesday,4.9
2024-02-13,Gulab Jamun,Bread/Dessert/Beverage,59,80,4720,1829,2891,Tuesday,4.0
2024-02-13,Lassi,Bread/Dessert/Beverage,98,90,8820,3724,5096,Tuesday,3.9
2024-02-13,Samosa,Bread/Dessert/Beverage,118,60,7080,2714,4366,Tuesday,4.0
2024-02-13,Chole Bhature,Main Course,71,160,11360,4544,6816,Tuesday,3.9
2024-02-14,Butter Chicken,Main Course,112,320,35840,11760,24080,Wednesday,4.9
2024-02-14,Paneer Tikka,Main Course,63,280,17640,5544,12096,Wednesday,4.3
2024-02-14,Biryani,Main Course,93,350,32550,10881,21669,Wednesday,3.6
2024-02-14,Dal Makhani,Main Course,112,220,24640,7504,17136,Wednesday,3.8
2024-02-14,Tandoori Roti,Bread/Dessert/Beverage,31,40,1240,527,713,Wednesday,3.9
2024-02-14,Naan,Bread/Dessert/Beverage,24,50,1200,528,672,Wednesday,4.4
2024-02-14,Gulab Jamun,Bread/Dessert/Beverage,26,80,2080,754,1326,Wednesday,4.4
2024-02-14,Lassi,Bread/Dessert/Beverage,99,90,8910,3366,5544,Wednesday,4.6
2024-02-14,Samosa,Bread/Dessert/Beverage,102,60,6120,2142,3978,Wednesday,4.0
2024-02-14,Chole Bhature,Main Course,17,160,2720,1173,1547,Wednesday,4.9
2024-02-15,Butter Chicken,Main Course,118,320,37760,16402,21358,Thursday,4.1
2024-02-15,Paneer Tikka,Main Course,30,280,8400,3510,4890,Thursday,4.2
2024-02-15,Biryani,Main Course,23,350,8050,3013,5037,Thursday,3.8
2024-02-15,Dal Makhani,Main Course,63,220,13860,5418,8442,Thursday,3.8
2024-02-15,Tandoori Roti,Bread/Dessert/Beverage,85,40,3400,1190,2210,Thursday,4.8
2024-02-15,Naan,Bread/Dessert/Beverage,71,50,3550,1207,2343,Thursday,3.6
2024-02-15,Gulab Jamun,Bread/Dessert/Beverage,112,80,8960,2800,6160,Thursday,4.9
2024-02-15,Lassi,Bread/Dessert/Beverage,82,90,7380,2788,4592,Thursday,4.1
2024-02-15,Samosa,Bread/Dessert/Beverage,96,60,5760,2400,3360,Thursday,4.8
2024-02-15,Chole Bhature,Main Course,66,160,10560,3696,6864,Thursday,4.5
2024-02-16,Butter Chicken,Main Course,33,320,10560,4389,6171,Friday,4.5
2024-02-16,Paneer Tikka,Main Course,88,280,24640,7920,16720,Friday,4.8
2024-02-16,Biryani,Main Course,58,350,20300,7714,12586,Friday,3.9
2024-02-16,Dal Makhani,Main Course,109,220,23980,8720,15260,Friday,3.6
2024-02-16,Tandoori Roti,Bread/Dessert/Beverage,55,40,2200,715,1485,Friday,4.6
2024-02-16,Naan,Bread/Dessert/Beverage,88,50,4400,1320,3080,Friday,4.1
2024-02-16,Gulab Jamun,Bread/Dessert/Beverage,13,80,1040,390,650,Friday,3.6
2024-02-16,Lassi,Bread/Dessert/Beverage,120,90,10800,4800,6000,Friday,3.8
2024-02-16,Samosa,Bread/Dessert/Beverage,97,60,5820,2037,3783,Friday,4.0
2024-02-16,Chole Bhature,Main Course,117,160,18720,6318,12402,Friday,3.5
2024-02-17,Butter Chicken,Main Course,103,320,32960,13493,19467,Saturday,5.0
2024-02-17,Paneer Tikka,Main Course,26,280,7280,2418,4862,Saturday,4.5
2024-02-17,Biryani,Main Course,71,350,24850,10224,14626,Saturday,4.8
2024-02-17,Dal Makhani,Main Course,72,220,15840,5760,10080,Saturday,4.0
2024-02-17,Tandoori Roti,Bread/Dessert/Beverage,24,40,960,336,624,Saturday,4.6
2024-02-17,Naan,Bread/Dessert/Beverage,62,50,3100,1302,1798,Saturday,3.8
2024-02-17,Gulab Jamun,Bread/Dessert/Beverage,66,80,5280,1848,3432,Saturday,4.9
2024-02-17,Lassi,Bread/Dessert/Beverage,15,90,1350,570,780,Saturday,5.0
2024-02-17,Samosa,Bread/Dessert/Beverage,18,60,1080,450,630,Saturday,4.1
2024-02-17,Chole Bhature,Main Course,43,160,6880,2666,4214,Saturday,4.5
2024-02-18,Butter Chicken,Main Course,93,320,29760,9300,20460,Sunday,4.3
2024-02-18,Paneer Tikka,Main Course,50,280,14000,5700,8300,Sunday,3.8
2024-02-18,Biryani,Main Course,11,350,3850,1606,2244,Sunday,4.4
2024-02-18,Dal Makhani,Main Course,100,220,22000,9700,12300,Sunday,3.6
2024-02-18,Tandoori Roti,Bread/Dessert/Beverage,96,40,3840,1344,2496,Sunday,4.4
2024-02-18,Naan,Bread/Dessert/Beverage,77,50,3850,1309,2541,Sunday,4.6
2024-02-18,Gulab Jamun,Bread/Dessert/Beverage,108,80,8640,3564,5076,Sunday,3.7
2024-02-18,Lassi,Bread/Dessert/Beverage,105,90,9450,3570,5880,Sunday,4.3
2024-02-18,Samosa,Bread/Dessert/Beverage,83,60,4980,1743,3237,Sunday,4.9
2024-02-18,Chole Bhature,Main Course,102,160,16320,6936,9384,Sunday,4.5
2024-02-19,Butter Chicken,Main Course,82,320,26240,10660,15580,Monday,4.2
2024-02-19,Paneer Tikka,Main Course,38,280,10640,4674,5966,Monday,4.5
2024-02-19,Biryani,Main Course,95,350,33250,13585,19665,Monday,4.8
2024-02-19,Dal Makhani,Main Course,53,220,11660,3975,7685,Monday,4.7
2024-02-19,Tandoori Roti,Bread/Dessert/Beverage,76,40,3040,988,2052,Monday,4.0
2024-02-19,Naan,Bread/Dessert/Beverage,76,50,3800,1368,2432,Monday,5.0
2024-02-19,Gulab Jamun,Bread/Dessert/Beverage,98,80,7840,3332,4508,Monday,4.6
2024-02-19,Lassi,Bread/Dessert/Beverage,99,90,8910,3663,5247,Monday,4.3
2024-02-19,Samosa,Bread/Dessert/Beverage,89,60,5340,2403,2937,Monday,4.2
2024-02-19,Chole Bhature,Main Course,22,160,3520,1254,2266,Monday,3.7
2024-02-20,Butter Chicken,Main Course,65,320,20800,8710,12090,Tuesday,4.6
2024-02-20,Paneer Tikka,Main Course,94,280,26320,9400,16920,Tuesday,3.5
2024-02-20,Biryani,Main Course,103,350,36050,15347,20703,Tuesday,3.5
2024-02-20,Dal Makhani,Main Course,41,220,9020,3649,5371,Tuesday,5.0
2024-02-20,Tandoori Roti,Bread/Dessert/Beverage,71,40,2840,1065,1775,Tuesday,3.9
2024-02-20,Naan,Bread/Dessert/Beverage,54,50,2700,1080,1620,Tuesday,4.7
2024-02-20,Gulab Jamun,Bread/Dessert/Beverage,94,80,7520,2914,4606,Tuesday,5.0
2024-02-20,Lassi,Bread/Dessert/Beverage,96,90,8640,2688,5952,Tuesday,4.3
2024-02-20,Samosa,Bread/Dessert/Beverage,92,60,5520,2208,3312,Tuesday,4.8
2024-02-20,Chole Bhature,Main Course,59,160,9440,3068,6372,Tuesday,4.7
2024-02-21,Butter Chicken,Main Course,29,320,9280,3567,5713,Wednesday,4.1
2024-02-21,Paneer Tikka,Main Course,117,280,32760,10530,22230,Wednesday,4.8
2024-02-21,Biryani,Main Course,115,350,40250,12995,27255,Wednesday,4.0
2024-02-21,Dal Makhani,Main Course,81,220,17820,6156,11664,Wednesday,4.8
2024-02-21,Tandoori Roti,Bread/Dessert/Beverage,88,40,3520,1408,2112,Wednesday,4.7
2024-02-21,Naan,Bread/Dessert/Beverage,16,50,800,272,528,Wednesday,4.4
2024-02-21,Gulab Jamun,Bread/Dessert/Beverage,11,80,880,341,539,Wednesday,4.7
2024-02-21,Lassi,Bread/Dessert/Beverage,92,90,8280,3588,4692,Wednesday,3.5
2024-02-21,Samosa,Bread/Dessert/Beverage,30,60,1800,720,1080,Wednesday,3.6
2024-02-21,Chole Bhature,Main Course,74,160,11840,4514,7326,Wednesday,3.9
2024-02-22,Butter Chicken,Main Course,118,320,37760,13098,24662,Thursday,4.0
2024-02-22,Paneer Tikka,Main Course,70,280,19600,7700,11900,Thursday,4.0
2024-02-22,Biryani,Main Course,119,350,41650,17017,24633,Thursday,4.1
2024-02-22,Dal Makhani,Main Course,73,220,16060,4964,11096,Thursday,4.7
2024-02-22,Tandoori Roti,Bread/Dessert/Beverage,31,40,1240,434,806,Thursday,4.1
2024-02-22,Naan,Bread/Dessert/Beverage,19,50,950,380,570,Thursday,4.0
2024-02-22,Gulab Jamun,Bread/Dessert/Beverage,106,80,8480,2650,5830,Thursday,4.1
2024-02-22,Lassi,Bread/Dessert/Beverage,72,90,6480,2880,3600,Thursday,4.5
2024-02-22,Samosa,Bread/Dessert/Beverage,51,60,3060,1224,1836,Thursday,4.4
2024-02-22,Chole Bhature,Main Course,40,160,6400,2120,4280,Thursday,4.1
2024-02-23,Butter Chicken,Main Course,52,320,16640,6864,9776,Friday,3.7
2024-02-23,Paneer Tikka,Main Course,45,280,12600,4320,8280,Friday,3.9
2024-02-23,Biryani,Main Course,16,350,5600,2048,3552,Friday,5.0
2024-02-23,Dal Makhani,Main Course,74,220,16280,5032,11248,Friday,4.3
2024-02-23,Tandoori Roti,Bread/Dessert/Beverage,38,40,1520,494,1026,Friday,5.0
2024-02-23,Naan,Bread/Dessert/Beverage,80,50,4000,1280,2720,Friday,4.1
2024-02-23,Gulab Jamun,Bread/Dessert/Beverage,92,80,7360,3036,4324,Friday,4.6
2024-02-23,Lassi,Bread/Dessert/Beverage,58,90,5220,1914,3306,Friday,4.0
2024-02-23,Samosa,Bread/Dessert/Beverage,61,60,3660,1342,2318,Friday,3.9
2024-02-23,Chole Bhature,Main Course,114,160,18240,6042,12198,Friday,4.2
2024-02-24,Butter Chicken,Main Course,40,320,12800,4360,8440,Saturday,3.9
2024-02-24,Paneer Tikka,Main Course,20,280,5600,2240,3360,Saturday,5.0
2024-02-24,Biryani,Main Course,68,350,23800,9316,14484,Saturday,3.6
2024-02-24,Dal Makhani,Main Course,66,220,14520,4488,10032,Saturday,4.9
2024-02-24,Tandoori Roti,Bread/Dessert/Beverage,112,40,4480,1568,2912,Saturday,3.6
2024-02-24,Naan,Bread/Dessert/Beverage,83,50,4150,1577,2573,Saturday,4.4
2024-02-24,Gulab Jamun,Bread/Dessert/Beverage,67,80,5360,2144,3216,Saturday,3.9
2024-02-24,Lassi,Bread/Dessert/Beverage,21,90,1890,567,1323,Saturday,4.9
2024-02-24,Samosa,Bread/Dessert/Beverage,119,60,7140,2380,4760,Saturday,4.5
2024-02-24,Chole Bhature,Main Course,73,160,11680,4745,6935,Saturday,4.4
2024-02-25,Butter Chicken,Main Course,67,320,21440,7437,14003,Sunday,3.9
2024-02-25,Paneer Tikka,Main Course,50,280,14000,5450,8550,Sunday,4.8
2024-02-25,Biryani,Main Course,25,350,8750,3875,4875,Sunday,3.7
2024-02-25,Dal Makhani,Main Course,73,220,16060,5183,10877,Sunday,4.9
2024-02-25,Tandoori Roti,Bread/Dessert/Beverage,105,40,4200,1680,2520,Sunday,4.8
2024-02-25,Naan,Bread/Dessert/Beverage,93,50,4650,1581,3069,Sunday,4.4
2024-02-25,Gulab Jamun,Bread/Dessert/Beverage,12,80,960,384,576,Sunday,4.5
2024-02-25,Lassi,Bread/Dessert/Beverage,23,90,2070,759,1311,Sunday,3.5
2024-02-25,Samosa,Bread/Dessert/Beverage,61,60,3660,1403,2257,Sunday,3.9
2024-02-25,Chole Bhature,Main Course,62,160,9920,3658,6262,Sunday,4.9
2024-02-26,Butter Chicken,Main Course,14,320,4480,1610,2870,Monday,4.8
2024-02-26,Paneer Tikka,Main Course,81,280,22680,7452,15228,Monday,4.5
2024-02-26,Biryani,Main Course,80,350,28000,12480,15520,Monday,3.7
2024-02-26,Dal Makhani,Main Course,10,220,2200,660,1540,Monday,4.2
2024-02-26,Tandoori Roti,Bread/Dessert/Beverage,115,40,4600,1495,3105,Monday,4.6
2024-02-26,Naan,Bread/Dessert/Beverage,21,50,1050,462,588,Monday,4.2
2024-02-26,Gulab Jamun,Bread/Dessert/Beverage,111,80,8880,2997,5883,Monday,4.2
2024-02-26,Lassi,Bread/Dessert/Beverage,87,90,7830,3219,4611,Monday,3.5
2024-02-26,Samosa,Bread/Dessert/Beverage,89,60,5340,2047,3293,Monday,4.4
2024-02-26,Chole Bhature,Main Course,91,160,14560,5733,8827,Monday,3.9
2024-02-27,Butter Chicken,Main Course,48,320,15360,6240,9120,Tuesday,3.6
2024-02-27,Paneer Tikka,Main Course,75,280,21000,6900,14100,Tuesday,4.8
2024-02-27,Biryani,Main Course,81,350,28350,11664,16686,Tuesday,3.5
2024-02-27,Dal Makhani,Main Course,36,220,7920,2664,5256,Tuesday,3.8
2024-02-27,Tandoori Roti,Bread/Dessert/Beverage,93,40,3720,1302,2418,Tuesday,3.9
2024-02-27,Naan,Bread/Dessert/Beverage,95,50,4750,1425,3325,Tuesday,4.2
2024-02-27,Gulab Jamun,Bread/Dessert/Beverage,68,80,5440,2244,3196,Tuesday,4.4
2024-02-27,Lassi,Bread/Dessert/Beverage,53,90,4770,1908,2862,Tuesday,3.6
2024-02-27,Samosa,Bread/Dessert/Beverage,56,60,3360,1512,1848,Tuesday,4.8
2024-02-27,Chole Bhature,Main Course,115,160,18400,7705,10695,Tuesday,4.7
2024-02-28,Butter Chicken,Main Course,16,320,5120,2256,2864,Wednesday,4.3
2024-02-28,Paneer Tikka,Main Course,114,280,31920,10488,21432,Wednesday,4.4
2024-02-28,Biryani,Main Course,38,350,13300,5472,7828,Wednesday,4.6
2024-02-28,Dal Makhani,Main Course,118,220,25960,9794,16166,Wednesday,3.6
2024-02-28,Tandoori Roti,Bread/Dessert/Beverage,68,40,2720,952,1768,Wednesday,4.9
2024-02-28,Naan,Bread/Dessert/Beverage,52,50,2600,988,1612,Wednesday,4.3
2024-02-28,Gulab Jamun,Bread/Dessert/Beverage,81,80,6480,2187,4293,Wednesday,4.1
2024-02-28,Lassi,Bread/Dessert/Beverage,108,90,9720,4212,5508,Wednesday,4.5
2024-02-28,Samosa,Bread/Dessert/Beverage,89,60,5340,2225,3115,Wednesday,4.2
2024-02-28,Chole Bhature,Main Course,86,160,13760,5418,8342,Wednesday,3.9
2024-02-29,Butter Chicken,Main Course,70,320,22400,9100,13300,Thursday,4.1
2024-02-29,Paneer Tikka,Main Course,101,280,28280,10403,17877,Thursday,4.5
2024-02-29,Biryani,Main Course,94,350,32900,14476,18424,Thursday,3.6
2024-02-29,Dal Makhani,Main Course,56,220,12320,5208,7112,Thursday,3.9
2024-02-29,Tandoori Roti,Bread/Dessert/Beverage,101,40,4040,1515,2525,Thursday,3.5
2024-02-29,Naan,Bread/Dessert/Beverage,67,50,3350,1139,2211,Thursday,4.3
2024-02-29,Gulab Jamun,Bread/Dessert/Beverage,24,80,1920,600,1320,Thursday,4.2
2024-02-29,Lassi,Bread/Dessert/Beverage,22,90,1980,880,1100,Thursday,3.7
2024-02-29,Samosa,Bread/Dessert/Beverage,107,60,6420,2675,3745,Thursday,4.1
2024-02-29,Chole Bhature,Main Course,94,160,15040,6016,9024,Thursday,3.9
2024-03-01,Butter Chicken,Main Course,38,320,12160,3952,8208,Friday,3.7
2024-03-01,Paneer Tikka,Main Course,10,280,2800,870,1930,Friday,3.8
2024-03-01,Biryani,Main Course,53,350,18550,7420,11130,Friday,4.8
2024-03-01,Dal Makhani,Main Course,55,220,12100,5115,6985,Friday,4.5
2024-03-01,Tandoori Roti,Bread/Dessert/Beverage,116,40,4640,1508,3132,Friday,3.9
2024-03-01,Naan,Bread/Dessert/Beverage,91,50,4550,1547,3003,Friday,3.9
2024-03-01,Gulab Jamun,Bread/Dessert/Beverage,112,80,8960,3360,5600,Friday,4.3
2024-03-01,Lassi,Bread/Dessert/Beverage,47,90,4230,1504,2726,Friday,4.0
2024-03-01,Samosa,Bread/Dessert/Beverage,80,60,4800,2000,2800,Friday,4.7
2024-03-01,Chole Bhature,Main Course,76,160,12160,4180,7980,Friday,4.9
2024-03-02,Butter Chicken,Main Course,57,320,18240,8094,10146,Saturday,4.0
2024-03-02,Paneer Tikka,Main Course,99,280,27720,9801,17919,Saturday,4.3
2024-03-02,Biryani,Main Course,23,350,8050,3542,4508,Saturday,4.8
2024-03-02,Dal Makhani,Main Course,15,220,3300,1035,2265,Saturday,4.1
2024-03-02,Tandoori Roti,Bread/Dessert/Beverage,31,40,1240,465,775,Saturday,4.3
