Date,Product,Region,Units_Sold,Revenue,Cost,Profit,Profit_Margin_Pct,Category
2023-09-01,Smartwatch,Mumbai,155,2325000,1475759,849241,36.5,Mobile & Audio
2023-09-01,Smartwatch,Delhi,358,5370000,3032850,2337150,43.5,Mobile & Audio
2023-09-01,Smartwatch,Bangalore,61,915000,586797,328203,35.9,Mobile & Audio
2023-09-01,Keyboard,Delhi,58,145000,94216,50784,35.0,Computing
2023-09-01,Keyboard,Chennai,100,250000,169181,80819,32.3,Computing
2023-09-01,Keyboard,Hyderabad,21,52500,32728,19772,37.7,Computing
2023-09-01,Keyboard,Bangalore,229,572500,327292,245208,42.8,Computing
2023-09-01,Mouse,Pune,36,43200,25844,17356,40.2,Computing
2023-09-01,Mouse,Hyderabad,138,165600,101301,64299,38.8,Computing
2023-09-01,Mouse,Chennai,167,200400,132225,68175,34.0,Computing
2023-09-01,Mouse,Delhi,381,457200,295823,161377,35.3,Computing
2023-09-01,Monitor,Bangalore,139,2502000,1527562,974438,38.9,Computing
2023-09-01,Monitor,Pune,493,8874000,6368937,2505063,28.2,Computing
2023-09-01,Monitor,Mumbai,155,2790000,1821819,968181,34.7,Computing
2023-09-01,Monitor,Chennai,423,7614000,4494762,3119238,41.0,Computing
2023-09-01,Webcam,Chennai,78,312000,176999,135001,43.3,Computing
2023-09-01,Webcam,Hyderabad,298,1192000,686575,505425,42.4,Computing
2023-09-01,Webcam,Delhi,135,540000,319579,220421,40.8,Computing
2023-09-01,Webcam,Pune,351,1404000,810551,593449,42.3,Computing
2023-09-01,Speaker,Delhi,50,250000,145429,104571,41.8,Mobile & Audio
2023-09-01,Speaker,Bangalore,104,520000,311202,208798,40.2,Mobile & Audio
2023-09-01,Speaker,Chennai,425,2125000,1231381,893619,42.1,Mobile & Audio
2023-09-01,Speaker,Mumbai,177,885000,621668,263332,29.8,Mobile & Audio
2023-10-01,Laptop,Hyderabad,83,5395000,3040836,2354164,43.6,Computing
2023-10-01,Laptop,Chennai,259,16835000,10760375,6074625,36.1,Computing
2023-10-01,Laptop,Bangalore,372,24180000,14985977,9194023,38.0,Computing
2023-10-01,Laptop,Delhi,175,11375000,8155925,3219075,28.3,Computing
2023-10-01,Smartphone,Chennai,296,7400000,4210945,3189055,43.1,Mobile & Audio
2023-10-01,Smartphone,Pune,272,6800000,4199921,2600079,38.2,Mobile & Audio
2023-10-01,Smartphone,Bangalore,244,6100000,4360341,1739659,28.5,Mobile & Audio
2023-10-01,Smartphone,Hyderabad,61,1525000,1063133,461867,30.3,Mobile & Audio
2023-10-01,Headphones,Hyderabad,185,647500,446064,201436,31.1,Mobile & Audio
2023-10-01,Headphones,Mumbai,329,1151500,683811,467689,40.6,Mobile & Audio
2023-10-01,Headphones,Pune,148,518000,299948,218052,42.1,Mobile & Audio
2023-10-01,Headphones,Bangalore,33,115500,76654,38846,33.6,Mobile & Audio
2023-10-01,Tablet,Mumbai,440,15400000,10903106,4496894,29.2,Mobile & Audio
2023-10-01,Tablet,Delhi,157,5495000,3542350,1952650,35.5,Mobile & Audio
2023-10-01,Tablet,Chennai,315,11025000,7135095,3889905,35.3,Mobile & Audio
2023-10-01,Tablet,Bangalore,40,1400000,836635,563365,40.2,Mobile & Audio
2023-10-01,Smartwatch,Delhi,112,1680000,1143767,536233,31.9,Mobile & Audio
2023-10-01,Smartwatch,Pune,319,4785000,2783901,2001099,41.8,Mobile & Audio
2023-10-01,Smartwatch,Hyderabad,243,3645000,2205318,1439682,39.5,Mobile & Audio
2023-10-01,Smartwatch,Chennai,345,5175000,3220528,1954472,37.8,Mobile & Audio
2023-10-01,Keyboard,Pune,229,572500,364278,208222,36.4,Computing
2023-10-01,Keyboard,Mumbai,190,475000,280825,194175,40.9,Computing
2023-10-01,Keyboard,Chennai,184,460000,261980,198020,43.0,Computing
2023-10-01,Keyboard,Delhi,363,907500,593328,314172,34.6,Computing
2023-10-01,Mouse,Mumbai,375,450000,269580,180420,40.1,Computing
2023-10-01,Mouse,Delhi,273,327600,212550,115050,35.1,Computing
2023-10-01,Mouse,Bangalore,167,200400,115479,84921,42.4,Computing
2023-10-01,Mouse,Hyderabad,359,430800,272177,158623,36.8,Computing
2023-10-01,Monitor,Pune,65,1170000,749432,420568,35.9,Computing
2023-10-01,Monitor,Hyderabad,181,3258000,1820603,1437397,44.1,Computing
2023-10-01,Monitor,Mumbai,149,2682000,1628571,1053429,39.3,Computing
2023-10-01,Monitor,Delhi,185,3330000,1907592,1422408,42.7,Computing
2023-10-01,Webcam,Mumbai,465,1860000,1043039,816961,43.9,Computing
2023-10-01,Webcam,Pune,297,1188000,853332,334668,28.2,Computing
2023-10-01,Webcam,Chennai,256,1024000,619315,404685,39.5,Computing
2023-10-01,Webcam,Bangalore,231,924000,635415,288585,31.2,Computing
2023-10-01,Speaker,Mumbai,407,2035000,1207343,827657,40.7,Mobile & Audio
2023-10-01,Speaker,Delhi,275,1375000,915551,459449,33.4,Mobile & Audio
2023-10-01,Speaker,Bangalore,340,1700000,1154706,545294,32.1,Mobile & Audio
2023-10-01,Speaker,Pune,246,1230000,801048,428952,34.9,Mobile & Audio
2023-11-01,Laptop,Mumbai,87,5655000,3563600,2091400,37.0,Computing
2023-11-01,Laptop,Delhi,494,32110000,19908616,12201384,38.0,Computing
2023-11-01,Laptop,Bangalore,167,10855000,6614034,4240966,39.1,Computing
2023-11-01,Laptop,Pune,244,15860000,11229196,4630804,29.2,Computing
2023-11-01,Smartphone,Chennai,342,8550000,5909805,2640195,30.9,Mobile & Audio
2023-11-01,Smartphone,Pune,331,8275000,5908802,2366198,28.6,Mobile & Audio
2023-11-01,Smartphone,Mumbai,429,10725000,6125375,4599625,42.9,Mobile & Audio
2023-11-01,Smartphone,Hyderabad,142,3550000,2393579,1156421,32.6,Mobile & Audio
2023-11-01,Headphones,Chennai,27,94500,67049,27451,29.0,Mobile & Audio
2023-11-01,Headphones,Delhi,302,1057000,613916,443084,41.9,Mobile & Audio
2023-11-01,Headphones,Bangalore,228,798000,447921,350079,43.9,Mobile & Audio
2023-11-01,Headphones,Pune,67,234500,158520,75980,32.4,Mobile & Audio
2023-11-01,Tablet,Delhi,351,12285000,7956508,4328492,35.2,Mobile & Audio
2023-11-01,Tablet,Mumbai,446,15610000,10819461,4790539,30.7,Mobile & Audio
2023-11-01,Tablet,Pune,98,3430000,1968001,1461999,42.6,Mobile & Audio
2023-11-01,Tablet,Hyderabad,275,9625000,6595006,3029994,31.5,Mobile & Audio
2023-11-01,Smartwatch,Chennai,447,6705000,3917575,2787425,41.6,Mobile & Audio
2023-11-01,Smartwatch,Bangalore,267,4005000,2314175,1690825,42.2,Mobile & Audio
2023-11-01,Smartwatch,Hyderabad,261,3915000,2262577,1652423,42.2,Mobile & Audio
2023-11-01,Smartwatch,Delhi,144,2160000,1487112,672888,31.2,Mobile & Audio
2023-11-01,Keyboard,Pune,117,292500,193952,98548,33.7,Computing
2023-11-01,Keyboard,Hyderabad,491,1227500,784276,443224,36.1,Computing
2023-11-01,Keyboard,Delhi,326,815000,497966,317034,38.9,Computing
2023-11-01,Keyboard,Chennai,280,700000,489387,210613,30.1,Computing
2023-11-01,Mouse,Chennai,415,498000,307124,190876,38.3,Computing
2023-11-01,Mouse,Delhi,424,508800,350473,158327,31.1,Computing
2023-11-01,Mouse,Mumbai,457,548400,342560,205840,37.5,Computing
2023-11-01,Mouse,Hyderabad,232,278400,170960,107440,38.6,Computing
2023-11-01,Monitor,Bangalore,164,2952000,1855791,1096209,37.1,Computing
2023-11-01,Monitor,Hyderabad,391,7038000,4231487,2806513,39.9,Computing
2023-11-01,Monitor,Chennai,172,3096000,2096282,999718,32.3,Computing
2023-11-01,Monitor,Mumbai,448,8064000,5124369,2939631,36.5,Computing
2023-11-01,Webcam,Hyderabad,248,992000,584760,407240,41.1,Computing
2023-11-01,Webcam,Chennai,295,1180000,829455,350545,29.7,Computing
2023-11-01,Webcam,Pune,267,1068000,657099,410901,38.5,Computing
2023-11-01,Webcam,Mumbai,196,784000,503645,280355,35.8,Computing
2023-11-01,Speaker,Bangalore,497,2485000,1749689,735311,29.6,Mobile & Audio
2023-11-01,Speaker,Hyderabad,184,920000,603631,316369,34.4,Mobile & Audio
2023-11-01,Speaker,Pune,465,2325000,1324954,1000046,43.0,Mobile & Audio
2023-11-01,Speaker,Delhi,116,580000,411667,168333,29.0,Mobile & Audio
2023-12-01,Laptop,Chennai,458,29770000,19550268,10219732,34.3,Computing
2023-12-01,Laptop,Delhi,417,27105000,16450945,10654055,39.3,Computing
2023-12-01,Laptop,Pune,230,14950000,8576460,6373540,42.6,Computing
2023-12-01,Laptop,Mumbai,42,2730000,1870007,859993,31.5,Computing
2023-12-01,Smartphone,Bangalore,359,8975000,5882326,3092674,34.5,Mobile & Audio
2023-12-01,Smartphone,Pune,425,10625000,6807314,3817686,35.9,Mobile & Audio
2023-12-01,Smartphone,Hyderabad,440,11000000,7721579,3278421,29.8,Mobile & Audio
2023-12-01,Smartphone,Delhi,353,8825000,6036843,2788157,31.6,Mobile & Audio
2023-12-01,Headphones,Delhi,277,969500,558223,411277,42.4,Mobile & Audio
2023-12-01,Headphones,Pune,322,1127000,679573,447427,39.7,Mobile & Audio
2023-12-01,Headphones,Mumbai,189,661500,391769,269731,40.8,Mobile & Audio
2023-12-01,Headphones,Hyderabad,465,1627500,1100956,526544,32.4,Mobile & Audio
2023-12-01,Tablet,Mumbai,486,17010000,9452466,7557534,44.4,Mobile & Audio
2023-12-01,Tablet,Pune,253,8855000,5728133,3126867,35.3,Mobile & Audio
2023-12-01,Tablet,Chennai,27,945000,642239,302761,32.0,Mobile & Audio
2023-12-01,Tablet,Bangalore,389,13615000,9517568,4097432,30.1,Mobile & Audio
2023-12-01,Smartwatch,Delhi,260,3900000,2371800,1528200,39.2,Mobile & Audio
2023-12-01,Smartwatch,Pune,420,6300000,4344567,1955433,31.0,Mobile & Audio
2023-12-01,Smartwatch,Chennai,155,2325000,1322477,1002523,43.1,Mobile & Audio
2023-12-01,Smartwatch,Mumbai,193,2895000,2008831,886169,30.6,Mobile & Audio
2023-12-01,Keyboard,Hyderabad,456,1140000,651707,488293,42.8,Computing
2023-12-01,Keyboard,Pune,365,912500,563504,348996,38.2,Computing
2023-12-01,Keyboard,Mumbai,459,1147500,786657,360843,31.4,Computing
2023-12-01,Keyboard,Delhi,293,732500,421543,310957,42.5,Computing
2023-12-01,Mouse,Pune,38,45600,26857,18743,41.1,Computing
2023-12-01,Mouse,Bangalore,336,403200,271266,131934,32.7,Computing
2023-12-01,Mouse,Chennai,55,66000,44379,21621,32.8,Computing
2023-12-01,Mouse,Hyderabad,140,168000,110711,57289,34.1,Computing
2023-12-01,Monitor,Chennai,66,1188000,793550,394450,33.2,Computing
2023-12-01,Monitor,Bangalore,242,4356000,2797698,1558302,35.8,Computing
2023-12-01,Monitor,Delhi,70,1260000,746935,513065,40.7,Computing
2023-12-01,Monitor,Hyderabad,409,7362000,4481752,2880248,39.1,Computing
2023-12-01,Webcam,Chennai,375,1500000,871307,628693,41.9,Computing
2023-12-01,Webcam,Mumbai,173,692000,487470,204530,29.6,Computing
2023-12-01,Webcam,Pune,482,1928000,1251612,676388,35.1,Computing
2023-12-01,Webcam,Hyderabad,34,136000,84068,51932,38.2,Computing
2023-12-01,Speaker,Mumbai,203,1015000,637969,377031,37.1,Mobile & Audio
2023-12-01,Speaker,Bangalore,211,1055000,750145,304855,28.9,Mobile & Audio
2023-12-01,Speaker,Chennai,240,1200000,691284,508716,42.4,Mobile & Audio
2023-12-01,Speaker,Delhi,94,470000,305340,164660,35.0,Mobile & Audio
2024-01-01,Laptop,Delhi,369,23985000,15254486,8730514,36.4,Computing
2024-01-01,Laptop,Hyderabad,425,27625000,18065292,9559708,34.6,Computing
2024-01-01,Laptop,Pune,112,7280000,4026413,3253587,44.7,Computing
2024-01-01,Laptop,Bangalore,107,6955000,4856406,2098594,30.2,Computing
2024-01-01,Smartphone,Delhi,369,9225000,6535544,2689456,29.2,Mobile & Audio
2024-01-01,Smartphone,Mumbai,143,3575000,2309710,1265290,35.4,Mobile & Audio
2024-01-01,Smartphone,Pune,274,6850000,4578750,2271250,33.2,Mobile & Audio
2024-01-01,Smartphone,Bangalore,487,12175000,8605593,3569407,29.3,Mobile & Audio
2024-01-01,Headphones,Hyderabad,346,1211000,811649,399351,33.0,Mobile & Audio
2024-01-01,Headphones,Delhi,150,525000,302364,222636,42.4,Mobile & Audio
2024-01-01,Headphones,Chennai,255,892500,578312,314188,35.2,Mobile & Audio
2024-01-01,Headphones,Pune,150,525000,342899,182101,34.7,Mobile & Audio
2024-01-01,Tablet,Chennai,366,12810000,7969129,4840871,37.8,Mobile & Audio
2024-01-01,Tablet,Mumbai,299,10465000,7065921,3399079,32.5,Mobile & Audio
2024-01-01,Tablet,Pune,100,3500000,2480948,1019052,29.1,Mobile & Audio
2024-01-01,Tablet,Delhi,57,1995000,1411157,583843,29.3,Mobile & Audio
2024-01-01,Smartwatch,Pune,237,3555000,2227715,1327285,37.3,Mobile & Audio
2024-01-01,Smartwatch,Bangalore,373,5595000,3184956,2410044,43.1,Mobile & Audio
2024-01-01,Smartwatch,Hyderabad,148,2220000,1592679,627321,28.3,Mobile & Audio
2024-01-01,Smartwatch,Chennai,253,3795000,2628465,1166535,30.7,Mobile & Audio
2024-01-01,Keyboard,Bangalore,74,185000,105671,79329,42.9,Computing
2024-01-01,Keyboard,Delhi,141,352500,249056,103444,29.3,Computing
2024-01-01,Keyboard,Pune,215,537500,375112,162388,30.2,Computing
2024-01-01,Keyboard,Hyderabad,312,780000,497798,282202,36.2,Computing
2024-01-01,Mouse,Bangalore,171,205200,133486,71714,34.9,Computing
2024-01-01,Mouse,Hyderabad,31,37200,22983,14217,38.2,Computing
2024-01-01,Mouse,Chennai,444,532800,298000,234800,44.1,Computing
2024-01-01,Mouse,Pune,357,428400,260032,168368,39.3,Computing
2024-01-01,Monitor,Pune,462,8316000,5708810,2607190,31.4,Computing
2024-01-01,Monitor,Bangalore,371,6678000,3678159,2999841,44.9,Computing
2024-01-01,Monitor,Mumbai,418,7524000,4564772,2959228,39.3,Computing
2024-01-01,Monitor,Hyderabad,401,7218000,4458477,2759523,38.2,Computing
2024-01-01,Webcam,Mumbai,417,1668000,1069784,598216,35.9,Computing
2024-01-01,Webcam,Hyderabad,429,1716000,1212140,503860,29.4,Computing
2024-01-01,Webcam,Pune,137,548000,333666,214334,39.1,Computing
2024-01-01,Webcam,Delhi,330,1320000,803856,516144,39.1,Computing
2024-01-01,Speaker,Bangalore,148,740000,499778,240222,32.5,Mobile & Audio
2024-01-01,Speaker,Delhi,367,1835000,1150319,684681,37.3,Mobile & Audio
2024-01-01,Speaker,Hyderabad,406,2030000,1194011,835989,41.2,Mobile & Audio
2024-01-01,Speaker,Chennai,389,1945000,1219349,725651,37.3,Mobile & Audio
2024-02-01,Laptop,Chennai,350,22750000,13057265,9692735,42.6,Computing
2024-02-01,Laptop,Delhi,40,2600000,1507963,1092037,42.0,Computing
2024-02-01,Laptop,Mumbai,178,11570000,7343740,4226260,36.5,Computing
2024-02-01,Laptop,Bangalore,423,27495000,17080370,10414630,37.9,Computing
2024-02-01,Smartphone,Pune,87,2175000,1534514,640486,29.4,Mobile & Audio
2024-02-01,Smartphone,Mumbai,66,1650000,1009151,640849,38.8,Mobile & Audio
2024-02-01,Smartphone,Bangalore,485,12125000,7865488,4259512,35.1,Mobile & Audio
2024-02-01,Smartphone,Chennai,171,4275000,2810748,1464252,34.3,Mobile & Audio
2024-02-01,Headphones,Bangalore,87,304500,168153,136347,44.8,Mobile & Audio
2024-02-01,Headphones,Pune,422,1477000,978958,498042,33.7,Mobile & Audio
2024-02-01,Headphones,Delhi,296,1036000,601156,434844,42.0,Mobile & Audio
2024-02-01,Headphones,Mumbai,468,1638000,1168520,469480,28.7,Mobile & Audio
2024-02-01,Tablet,Bangalore,151,5285000,3040316,2244684,42.5,Mobile & Audio
2024-02-01,Tablet,Hyderabad,487,17045000,10576186,6468814,38.0,Mobile & Audio
2024-02-01,Tablet,Chennai,442,15470000,8732961,6737039,43.5,Mobile & Audio
2024-02-01,Tablet,Mumbai,266,9310000,6698253,2611747,28.1,Mobile & Audio
2024-02-01,Smartwatch,Bangalore,58,870000,552775,317225,36.5,Mobile & Audio
2024-02-01,Smartwatch,Chennai,92,1380000,898677,481323,34.9,Mobile & Audio
2024-02-01,Smartwatch,Mumbai,406,6090000,3418944,2671056,43.9,Mobile & Audio
2024-02-01,Smartwatch,Delhi,135,2025000,1371924,653076,32.3,Mobile & Audio
2024-02-01,Keyboard,Chennai,424,1060000,620825,439175,41.4,Computing
2024-02-01,Keyboard,Pune,222,555000,389981,165019,29.7,Computing
2024-02-01,Keyboard,Bangalore,27,67500,39479,28021,41.5,Computing
2024-02-01,Keyboard,Mumbai,155,387500,225687,161813,41.8,Computing
2024-02-01,Mouse,Hyderabad,364,436800,242954,193846,44.4,Computing
2024-02-01,Mouse,Mumbai,403,483600,304790,178810,37.0,Computing
2024-02-01,Mouse,Pune,364,436800,282183,154617,35.4,Computing
2024-02-01,Mouse,Delhi,154,184800,103704,81096,43.9,Computing
2024-02-01,Monitor,Hyderabad,365,6570000,4479687,2090313,31.8,Computing
2024-02-01,Monitor,Pune,139,2502000,1568902,933098,37.3,Computing
2024-02-01,Monitor,Bangalore,261,4698000,3002710,1695290,36.1,Computing
2024-02-01,Monitor,Mumbai,32,576000,359959,216041,37.5,Computing
2024-02-01,Webcam,Hyderabad,133,532000,328845,203155,38.2,Computing
2024-02-01,Webcam,Chennai,351,1404000,905775,498225,35.5,Computing
2024-02-01,Webcam,Bangalore,52,208000,119889,88111,42.4,Computing
2024-02-01,Webcam,Pune,345,1380000,801680,578320,41.9,Computing
2024-02-01,Speaker,Pune,91,455000,316909,138091,30.3,Mobile & Audio
2024-02-01,Speaker,Bangalore,43,215000,152831,62169,28.9,Mobile & Audio
2024-02-01,Speaker,Chennai,39,195000,119625,75375,38.7,Mobile & Audio
2024-02-01,Speaker,Mumbai,175,875000,521523,353477,40.4,Mobile & Audio
2024-03-01,Laptop,Pune,474,30810000,20318576,10491424,34.1,Computing
2024-03-01,Laptop,Mumbai,295,19175000,11878621,7296379,38.1,Computing
2024-03-01,Laptop,Hyderabad,89,5785000,3206716,2578284,44.6,Computing
2024-03-01,Laptop,Chennai,218,14170000,8169656,6000344,42.3,Computing
2024-03-01,Smartphone,Pune,400,10000000,6717153,3282847,32.8,Mobile & Audio
2024-03-01,Smartphone,Bangalore,392,9800000,6487767,3312233,33.8,Mobile & Audio
2024-03-01,Smartphone,Chennai,99,2475000,1372651,1102349,44.5,Mobile & Audio
2024-03-01,Smartphone,Hyderabad,473,11825000,6949970,4875030,41.2,Mobile & Audio
2024-03-01,Headphones,Pune,228,798000,470248,327752,41.1,Mobile & Audio
2024-03-01,Headphones,Mumbai,500,1750000,1162388,587612,33.6,Mobile & Audio
2024-03-01,Headphones,Chennai,163,570500,315687,254813,44.7,Mobile & Audio
2024-03-01,Headphones,Bangalore,36,126000,71530,54470,43.2,Mobile & Audio
2024-03-01,Tablet,Chennai,247,8645000,5930347,2714653,31.4,Mobile & Audio
2024-03-01,Tablet,Bangalore,140,4900000,2843728,2056272,42.0,Mobile & Audio
2024-03-01,Tablet,Delhi,457,15995000,10572165,5422835,33.9,Mobile & Audio
2024-03-01,Tablet,Pune,205,7175000,4236773,2938227,41.0,Mobile & Audio
2024-03-01,Smartwatch,Mumbai,223,3345000,1896297,1448703,43.3,Mobile & Audio
2024-03-01,Smartwatch,Bangalore,161,2415000,1428084,986916,40.9,Mobile & Audio
2024-03-01,Smartwatch,Hyderabad,117,1755000,1180738,574262,32.7,Mobile & Audio
2024-03-01,Smartwatch,Chennai,82,1230000,855426,374574,30.5,Mobile & Audio
2024-03-01,Keyboard,Pune,347,867500,599562,267938,30.9,Computing
2024-03-01,Keyboard,Mumbai,325,812500,501736,310764,38.2,Computing
2024-03-01,Keyboard,Delhi,30,75000,49768,25232,33.6,Computing
2024-03-01,Keyboard,Bangalore,45,112500,65795,46705,41.5,Computing
2024-03-01,Mouse,Bangalore,125,150000,89975,60025,40.0,Computing
2024-03-01,Mouse,Delhi,55,66000,46357,19643,29.8,Computing
2024-03-01,Mouse,Hyderabad,444,532800,294218,238582,44.8,Computing
2024-03-01,Mouse,Chennai,411,493200,278429,214771,43.5,Computing
2024-03-01,Monitor,Hyderabad,188,3384000,1980793,1403207,41.5,Computing
2024-03-01,Monitor,Delhi,416,7488000,4152174,3335826,44.5,Computing
2024-03-01,Monitor,Chennai,95,1710000,993243,716757,41.9,Computing
2024-03-01,Monitor,Mumbai,423,7614000,4942377,2671623,35.1,Computing
2024-03-01,Webcam,Hyderabad,86,344000,213845,130155,37.8,Computing
2024-03-01,Webcam,Mumbai,296,1184000,830877,353123,29.8,Computing
2024-03-01,Webcam,Bangalore,148,592000,407868,184132,31.1,Computing
2024-03-01,Webcam,Chennai,428,1712000,1041083,670917,39.2,Computing
2024-03-01,Speaker,Delhi,27,135000,80204,54796,40.6,Mobile & Audio
2024-03-01,Speaker,Mumbai,203,1015000,623766,391234,38.5,Mobile & Audio
2024-03-01,Speaker,Hyderabad,424,2120000,1378742,741258,35.0,Mobile & Audio
2024-03-01,Speaker,Pune,423,2115000,1259632,855368,40.4,Mobile & Audio
2024-04-01,Laptop,Delhi,109,7085000,4648506,2436494,34.4,Computing
2024-04-01,Laptop,Hyderabad,155,10075000,6242470,3832530,38.0,Computing
2024-04-01,Laptop,Bangalore,46,2990000,1925106,1064894,35.6,Computing
2024-04-01,Laptop,Mumbai,84,5460000,3407813,2052187,37.6,Computing
2024-04-01,Smartphone,Chennai,52,1300000,780077,519923,40.0,Mobile & Audio
2024-04-01,Smartphone,Pune,263,6575000,4676384,1898616,28.9,Mobile & Audio
2024-04-01,Smartphone,Mumbai,249,6225000,4231836,1993164,32.0,Mobile & Audio
2024-04-01,Smartphone,Bangalore,418,10450000,5996411,4453589,42.6,Mobile & Audio
2024-04-01,Headphones,Bangalore,277,969500,676362,293138,30.2,Mobile & Audio
2024-04-01,Headphones,Hyderabad,133,465500,294598,170902,36.7,Mobile & Audio
2024-04-01,Headphones,Mumbai,334,1169000,820724,348276,29.8,Mobile & Audio
2024-04-01,Headphones,Delhi,42,147000,100838,46162,31.4,Mobile & Audio
2024-04-01,Tablet,Chennai,349,12215000,7601227,4613773,37.8,Mobile & Audio
2024-04-01,Tablet,Hyderabad,35,1225000,678429,546571,44.6,Mobile & Audio
2024-04-01,Tablet,Bangalore,51,1785000,1063280,721720,40.4,Mobile & Audio
2024-04-01,Tablet,Delhi,265,9275000,5955272,3319728,35.8,Mobile & Audio
2024-04-01,Smartwatch,Pune,384,5760000,3788302,1971698,34.2,Mobile & Audio
2024-04-01,Smartwatch,Chennai,485,7275000,4320193,2954807,40.6,Mobile & Audio
2024-04-01,Smartwatch,Mumbai,247,3705000,2125523,1579477,42.6,Mobile & Audio
2024-04-01,Smartwatch,Delhi,57,855000,591607,263393,30.8,Mobile & Audio
2024-04-01,Keyboard,Mumbai,84,210000,150643,59357,28.3,Computing
2024-04-01,Keyboard,Bangalore,160,400000,255747,144253,36.1,Computing
2024-04-01,Keyboard,Delhi,339,847500,490860,356640,42.1,Computing
2024-04-01,Keyboard,Chennai,344,860000,512811,347189,40.4,Computing
2024-04-01,Mouse,Hyderabad,325,390000,215719,174281,44.7,Computing
2024-04-01,Mouse,Chennai,291,349200,246336,102864,29.5,Computing
2024-04-01,Mouse,Bangalore,170,204000,116284,87716,43.0,Computing
2024-04-01,Mouse,Delhi,252,302400,195958,106442,35.2,Computing
2024-04-01,Monitor,Hyderabad,426,7668000,4574647,3093353,40.3,Computing
2024-04-01,Monitor,Chennai,379,6822000,4394802,2427198,35.6,Computing
2024-04-01,Monitor,Pune,78,1404000,927681,476319,33.9,Computing
2024-04-01,Monitor,Mumbai,456,8208000,5672189,2535811,30.9,Computing
2024-04-01,Webcam,Chennai,251,1004000,587432,416568,41.5,Computing
2024-04-01,Webcam,Hyderabad,474,1896000,1046344,849656,44.8,Computing
2024-04-01,Webcam,Delhi,136,544000,311859,232141,42.7,Computing
2024-04-01,Webcam,Pune,231,924000,649575,274425,29.7,Computing
2024-04-01,Speaker,Bangalore,393,1965000,1372673,592327,30.1,Mobile & Audio
2024-04-01,Speaker,Pune,68,340000,221530,118470,34.8,Mobile & Audio
2024-04-01,Speaker,Hyderabad,180,900000,586879,313121,34.8,Mobile & Audio
2024-04-01,Speaker,Delhi,238,1190000,789037,400963,33.7,Mobile & Audio
2024-05-01,Laptop,Bangalore,371,24115000,13982193,10132807,42.0,Computing
2024-05-01,Laptop,Chennai,492,31980000,22560292,9419708,29.5,Computing
2024-05-01,Laptop,Hyderabad,262,17030000,10578883,6451117,37.9,Computing
2024-05-01,Laptop,Mumbai,54,3510000,2159119,1350881,38.5,Computing
2024-05-01,Smartphone,Mumbai,69,1725000,1100923,624077,36.2,Mobile & Audio
2024-05-01,Smartphone,Chennai,401,10025000,5593792,4431208,44.2,Mobile & Audio
2024-05-01,Smartphone,Hyderabad,398,9950000,5753768,4196232,42.2,Mobile & Audio
2024-05-01,Smartphone,Delhi,210,5250000,3546195,1703805,32.5,Mobile & Audio
2024-05-01,Headphones,Delhi,307,1074500,606099,468401,43.6,Mobile & Audio
2024-05-01,Headphones,Hyderabad,307,1074500,701150,373350,34.7,Mobile & Audio
2024-05-01,Headphones,Mumbai,188,658000,389345,268655,40.8,Mobile & Audio
2024-05-01,Headphones,Bangalore,363,1270500,782857,487643,38.4,Mobile & Audio
2024-05-01,Tablet,Mumbai,404,14140000,8470962,5669038,40.1,Mobile & Audio
2024-05-01,Tablet,Pune,236,8260000,5042436,3217564,39.0,Mobile & Audio
2024-05-01,Tablet,Bangalore,464,16240000,10917142,5322858,32.8,Mobile & Audio
2024-05-01,Tablet,Hyderabad,488,17080000,10256723,6823277,39.9,Mobile & Audio
2024-05-01,Smartwatch,Chennai,179,2685000,1735285,949715,35.4,Mobile & Audio
2024-05-01,Smartwatch,Mumbai,200,3000000,1892786,1107214,36.9,Mobile & Audio
2024-05-01,Smartwatch,Bangalore,73,1095000,725792,369208,33.7,Mobile & Audio
2024-05-01,Smartwatch,Pune,315,4725000,3351258,1373742,29.1,Mobile & Audio
2024-05-01,Keyboard,Hyderabad,266,665000,448567,216433,32.5,Computing
2024-05-01,Keyboard,Delhi,134,335000,196491,138509,41.3,Computing
2024-05-01,Keyboard,Chennai,453,1132500,628879,503621,44.5,Computing
2024-05-01,Keyboard,Bangalore,75,187500,111485,76015,40.5,Computing
2024-05-01,Mouse,Bangalore,410,492000,320372,171628,34.9,Computing
2024-05-01,Mouse,Hyderabad,162,194400,108620,85780,44.1,Computing
2024-05-01,Mouse,Chennai,313,375600,238274,137326,36.6,Computing
2024-05-01,Mouse,Mumbai,135,162000,105537,56463,34.9,Computing
2024-05-01,Monitor,Pune,495,8910000,5406779,3503221,39.3,Computing
2024-05-01,Monitor,Hyderabad,356,6408000,4364201,2043799,31.9,Computing
2024-05-01,Monitor,Mumbai,444,7992000,4540429,3451571,43.2,Computing
2024-05-01,Monitor,Bangalore,375,6750000,3798721,2951279,43.7,Computing
2024-05-01,Webcam,Bangalore,379,1516000,1021469,494531,32.6,Computing
2024-05-01,Webcam,Mumbai,410,1640000,1040143,599857,36.6,Computing
2024-05-01,Webcam,Delhi,178,712000,474924,237076,33.3,Computing
2024-05-01,Webcam,Pune,491,1964000,1225380,738620,37.6,Computing
2024-05-01,Speaker,Bangalore,465,2325000,1376140,948860,40.8,Mobile & Audio
2024-05-01,Speaker,Chennai,93,465000,320500,144500,31.1,Mobile & Audio
